Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização
4418311-20.2025.8.18.5533,PI,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"7.760,28","6.053,02"
9650295-78.2025.8.24.4301,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,"11.843,13","9.474,50"
8793376-03.2025.8.02.4265,AL,Não reconhece operação,Golpe,Não Êxito,Acordo,"18.429,56","4.607,39"
4133155-21.2025.8.13.9869,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"12.268,27","0,00"
3605350-05.2025.8.14.4896,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"9.269,33","0,00"
3913330-25.2025.8.02.3394,AL,Não reconhece operação,Golpe,Êxito,Improcedência,"15.292,90","0,00"
4363333-46.2025.8.18.6471,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"11.076,29","0,00"
9474548-36.2025.8.10.5454,MA,Não reconhece operação,Golpe,Êxito,Extinção,"12.303,95","0,00"
8567617-32.2025.8.03.2392,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,"13.653,66","12.834,44"
4333785-52.2025.8.15.9738,PB,Não reconhece operação,Genérico,Êxito,Improcedência,"14.933,55","0,00"
3367926-07.2025.8.11.7775,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.007,03","6.302,46"
4096300-57.2025.8.25.6947,SE,Não reconhece operação,Genérico,Êxito,Extinção,"8.038,12","0,00"
4555246-04.2025.8.12.5914,MS,Não reconhece operação,Golpe,Êxito,Extinção,"6.078,48","0,00"
4554311-47.2025.8.09.3097,GO,Não reconhece operação,Golpe,Êxito,Extinção,"14.091,83","0,00"
8118111-25.2025.8.21.4100,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.798,04","14.286,51"
3834494-54.2025.8.14.5884,PA,Não reconhece operação,Genérico,Êxito,Improcedência,"7.157,82","0,00"
2695662-49.2025.8.20.4019,RN,Não reconhece operação,Golpe,Êxito,Extinção,"4.495,92","0,00"
2683862-38.2025.8.10.6374,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"11.042,80","0,00"
1239724-36.2025.8.08.8933,ES,Não reconhece operação,Golpe,Êxito,Improcedência,"13.117,46","0,00"
4120213-12.2025.8.24.1138,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"8.147,85","6.436,80"
2679129-37.2025.8.24.6626,SC,Não reconhece operação,Genérico,Êxito,Improcedência,"15.827,94","0,00"
9064618-61.2025.8.22.6208,RO,Não reconhece operação,Genérico,Êxito,Improcedência,"10.926,69","0,00"
9429013-31.2025.8.08.8737,ES,Não reconhece operação,Golpe,Êxito,Improcedência,"13.479,62","0,00"
3017224-13.2025.8.01.1554,AC,Não reconhece operação,Golpe,Êxito,Extinção,"17.515,86","0,00"
8642955-59.2025.8.18.2775,PI,Não reconhece operação,Genérico,Êxito,Improcedência,"7.791,19","0,00"
3169077-85.2025.8.07.5123,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"15.421,24","0,00"
4396761-84.2025.8.20.3161,RN,Não reconhece operação,Genérico,Êxito,Improcedência,"21.057,56","0,00"
5656989-03.2025.8.20.9803,RN,Não reconhece operação,Golpe,Êxito,Improcedência,"10.962,82","0,00"
4168459-53.2025.8.14.6929,PA,Não reconhece operação,Golpe,Êxito,Extinção,"11.880,52","0,00"
7834054-97.2025.8.08.9760,ES,Não reconhece operação,Genérico,Êxito,Improcedência,"14.127,81","0,00"
5360256-77.2025.8.07.9983,DF,Não reconhece operação,Genérico,Êxito,Extinção,"16.830,44","0,00"
2850297-85.2025.8.10.5188,MA,Não reconhece operação,Golpe,Não Êxito,Procedência,"10.129,00","9.926,42"
8983927-28.2025.8.22.7891,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"13.312,22","0,00"
3239459-77.2025.8.09.5383,GO,Não reconhece operação,Genérico,Êxito,Improcedência,"19.562,25","0,00"
8466820-94.2025.8.09.3156,GO,Não reconhece operação,Golpe,Êxito,Extinção,"14.188,56","0,00"
5986545-80.2025.8.06.7462,CE,Não reconhece operação,Golpe,Êxito,Improcedência,"17.927,12","0,00"
2321619-29.2025.8.01.1492,AC,Não reconhece operação,Genérico,Êxito,Extinção,"14.111,58","0,00"
1354099-87.2025.8.04.1036,AM,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"22.744,08","14.328,77"
2545536-85.2025.8.09.4077,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"13.913,08","0,00"
1160170-85.2025.8.18.9900,PI,Não reconhece operação,Golpe,Êxito,Extinção,"10.103,35","0,00"
3308467-41.2025.8.17.5945,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"10.047,59","0,00"
8249061-13.2025.8.22.9384,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"8.172,70","0,00"
1517558-64.2025.8.07.8311,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"19.724,92","0,00"
6593502-12.2025.8.20.4510,RN,Não reconhece operação,Golpe,Êxito,Improcedência,"10.541,43","0,00"
3788838-96.2025.8.05.8217,BA,Não reconhece operação,Golpe,Êxito,Improcedência,"14.622,81","0,00"
8294025-18.2025.8.03.4132,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"15.612,36","15.456,24"
5692657-33.2025.8.10.8260,MA,Não reconhece operação,Genérico,Êxito,Improcedência,"10.640,01","0,00"
4792625-53.2025.8.27.4268,TO,Não reconhece operação,Genérico,Êxito,Extinção,"10.881,67","0,00"
9733358-18.2025.8.01.1430,AC,Não reconhece operação,Genérico,Êxito,Improcedência,"12.753,71","0,00"
7013914-65.2025.8.21.4289,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,"17.439,96","13.951,97"
8881225-25.2025.8.04.9702,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.972,61","11.286,17"
5787439-00.2025.8.27.5036,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"11.767,53","0,00"
1414137-22.2025.8.19.6524,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"9.862,09","0,00"
2080586-05.2025.8.24.0047,SC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"15.534,24","11.495,34"
5712171-52.2025.8.02.2068,AL,Não reconhece operação,Genérico,Êxito,Improcedência,"7.026,63","0,00"
5477485-77.2025.8.25.9062,SE,Não reconhece operação,Genérico,Êxito,Improcedência,"5.789,14","0,00"
6554938-46.2025.8.22.6815,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"11.972,07","0,00"
1229865-86.2025.8.14.8301,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"4.359,21","0,00"
3697823-38.2025.8.24.9274,SC,Não reconhece operação,Golpe,Êxito,Improcedência,"8.395,50","0,00"
1764747-14.2025.8.14.2066,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"12.033,18","0,00"
9745014-49.2025.8.18.8768,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"10.786,29","0,00"
7727141-69.2025.8.12.1603,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"22.827,65","0,00"
3851042-77.2025.8.18.1945,PI,Não reconhece operação,Golpe,Êxito,Extinção,"22.867,14","0,00"
1459618-38.2025.8.06.2600,CE,Não reconhece operação,Golpe,Êxito,Extinção,"13.075,67","0,00"
5579215-47.2025.8.10.1258,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.040,18","4.968,08"
4713203-44.2025.8.07.4181,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"18.921,27","0,00"
9100125-37.2025.8.02.7809,AL,Não reconhece operação,Genérico,Êxito,Improcedência,"15.587,13","0,00"
9350055-50.2025.8.03.3215,AP,Não reconhece operação,Golpe,Êxito,Improcedência,"13.921,36","0,00"
7702486-98.2025.8.06.4413,CE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"13.834,74","4.565,46"
8072532-55.2025.8.11.4029,MT,Não reconhece operação,Golpe,Não Êxito,Procedência,"16.625,56","14.464,24"
4980320-13.2025.8.18.4732,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,"11.088,99","9.203,86"
1285710-86.2025.8.16.1973,PR,Não reconhece operação,Genérico,Êxito,Improcedência,"22.046,86","0,00"
5395176-37.2025.8.05.1726,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,"18.687,74","17.753,35"
5391521-03.2025.8.17.1039,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,"15.232,28","13.099,76"
5592650-63.2025.8.18.1165,PI,Não reconhece operação,Genérico,Êxito,Improcedência,"11.859,57","0,00"
5964480-98.2025.8.13.3677,MG,Não reconhece operação,Genérico,Êxito,Improcedência,"12.409,58","0,00"
8346913-21.2025.8.03.6369,AP,Não reconhece operação,Genérico,Êxito,Improcedência,"5.923,21","0,00"
8849192-69.2025.8.06.7567,CE,Não reconhece operação,Genérico,Êxito,Improcedência,"9.054,97","0,00"
9437654-82.2025.8.14.6795,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,"17.980,85","15.463,53"
7104537-20.2025.8.27.4190,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.709,91","10.803,42"
4465812-12.2025.8.26.2506,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.714,15","10.195,63"
7422525-21.2025.8.18.9312,PI,Não reconhece operação,Genérico,Êxito,Improcedência,"17.657,11","0,00"
1470716-30.2025.8.27.4415,TO,Não reconhece operação,Golpe,Êxito,Extinção,"14.787,27","0,00"
3094893-94.2025.8.12.5513,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.354,66","4.685,76"
7479746-65.2025.8.10.8316,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"2.999,80","0,00"
3351310-28.2025.8.21.0629,RS,Não reconhece operação,Golpe,Êxito,Improcedência,"16.268,67","0,00"
5548103-79.2025.8.15.0874,PB,Não reconhece operação,Genérico,Êxito,Extinção,"11.278,67","0,00"
8871532-65.2025.8.09.5766,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"18.953,68","0,00"
3446082-24.2025.8.16.3719,PR,Não reconhece operação,Genérico,Êxito,Extinção,"17.272,84","0,00"
8135776-24.2025.8.16.1325,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.844,90","6.277,80"
3097558-95.2025.8.19.8459,RJ,Não reconhece operação,Golpe,Êxito,Extinção,"16.192,34","0,00"
4536245-57.2025.8.03.9997,AP,Não reconhece operação,Golpe,Êxito,Improcedência,"19.697,96","0,00"
8811997-92.2025.8.13.3817,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.066,19","15.175,60"
1981556-54.2025.8.24.6227,SC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"20.373,79","11.613,06"
3184974-18.2025.8.10.5989,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"17.904,90","0,00"
6717074-15.2025.8.27.2931,TO,Não reconhece operação,Genérico,Êxito,Extinção,"14.981,31","0,00"
4030360-40.2025.8.13.3292,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"19.201,05","0,00"
5055947-21.2025.8.17.7496,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"9.379,12","0,00"
7920729-74.2025.8.13.2772,MG,Não reconhece operação,Genérico,Êxito,Improcedência,"9.634,72","0,00"
7837060-38.2025.8.24.9359,SC,Não reconhece operação,Golpe,Êxito,Improcedência,"20.653,87","0,00"
4781837-93.2025.8.18.1902,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,"14.520,62","12.923,35"
7874225-49.2025.8.09.8903,GO,Não reconhece operação,Genérico,Êxito,Improcedência,"8.465,78","0,00"
8789119-87.2025.8.18.8711,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,"14.728,66","13.844,94"
2183028-16.2025.8.06.2704,CE,Não reconhece operação,Golpe,Êxito,Improcedência,"17.808,14","0,00"
1631114-63.2025.8.14.4485,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"7.684,23","0,00"
4614500-63.2025.8.17.0332,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.952,80","6.822,06"
6265460-69.2025.8.13.4331,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"15.894,57","8.742,01"
5819013-29.2025.8.20.2843,RN,Não reconhece operação,Genérico,Êxito,Extinção,"24.388,38","0,00"
7093794-65.2025.8.10.5872,MA,Não reconhece operação,Golpe,Êxito,Extinção,"10.694,07","0,00"
8198280-86.2025.8.18.5559,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"17.874,63","0,00"
7258703-00.2025.8.24.1639,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.776,78","7.717,32"
1828719-02.2025.8.15.1097,PB,Não reconhece operação,Genérico,Êxito,Improcedência,"5.363,30","0,00"
2627869-67.2025.8.14.9125,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"11.459,89","0,00"
9592534-03.2025.8.16.3514,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"20.673,39","10.956,90"
5319356-15.2025.8.04.7785,AM,Não reconhece operação,Golpe,Êxito,Extinção,"11.148,66","0,00"
8880023-68.2025.8.14.4864,PA,Não reconhece operação,Golpe,Êxito,Extinção,"20.582,18","0,00"
6106267-85.2025.8.21.2276,RS,Não reconhece operação,Genérico,Êxito,Extinção,"12.008,08","0,00"
8917781-59.2025.8.07.5372,DF,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"15.519,35","12.260,29"
5386325-16.2025.8.07.7563,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"19.135,30","0,00"
6284142-48.2025.8.07.5289,DF,Não reconhece operação,Golpe,Êxito,Extinção,"15.019,23","0,00"
5779188-81.2025.8.18.2299,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,"23.449,80","20.635,82"
3964159-00.2025.8.06.9900,CE,Não reconhece operação,Golpe,Êxito,Improcedência,"8.888,04","0,00"
8141110-02.2025.8.10.5844,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"20.593,09","0,00"
8867325-74.2025.8.05.0199,BA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"27.155,61","17.922,70"
5601764-03.2025.8.22.1702,RO,Não reconhece operação,Genérico,Êxito,Improcedência,"10.247,17","0,00"
5271076-23.2025.8.08.6864,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,"16.388,19","14.913,25"
5774212-74.2025.8.06.2567,CE,Não reconhece operação,Genérico,Êxito,Extinção,"22.067,54","0,00"
9590658-90.2025.8.12.4904,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,"19.622,63","17.267,91"
1006161-04.2025.8.08.5650,ES,Não reconhece operação,Golpe,Êxito,Extinção,"11.499,54","0,00"
4351781-07.2025.8.22.3613,RO,Não reconhece operação,Golpe,Êxito,Extinção,"20.595,83","0,00"
2138730-77.2025.8.25.9974,SE,Não reconhece operação,Golpe,Êxito,Extinção,"14.628,94","0,00"
5665174-01.2025.8.20.9083,RN,Não reconhece operação,Genérico,Êxito,Improcedência,"10.138,74","0,00"
4559209-55.2025.8.13.7879,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,"21.814,82","19.415,19"
5876567-93.2025.8.20.5263,RN,Não reconhece operação,Golpe,Êxito,Extinção,"15.417,43","0,00"
6887378-01.2025.8.09.3317,GO,Não reconhece operação,Golpe,Êxito,Extinção,"22.845,95","0,00"
6572173-69.2025.8.02.0526,AL,Não reconhece operação,Genérico,Êxito,Extinção,"11.029,19","0,00"
4862592-74.2025.8.18.6731,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"14.207,33","0,00"
4277346-80.2025.8.21.0810,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.502,10","15.796,70"
8575322-08.2025.8.04.9242,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,"20.854,36","20.854,36"
3501633-25.2025.8.06.3590,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"14.792,46","5.325,29"
5105359-95.2025.8.12.2394,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,"25.799,05","24.251,11"
7124904-73.2025.8.16.6669,PR,Não reconhece operação,Genérico,Êxito,Improcedência,"6.323,88","0,00"
6298448-63.2025.8.17.3346,PE,Não reconhece operação,Genérico,Êxito,Improcedência,"15.835,33","0,00"
2171566-25.2025.8.01.2706,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"8.598,47","7.222,71"
2348797-72.2025.8.22.5716,RO,Não reconhece operação,Golpe,Êxito,Extinção,"15.861,17","0,00"
8061082-89.2025.8.03.8935,AP,Não reconhece operação,Golpe,Êxito,Extinção,"10.898,84","0,00"
4885272-12.2025.8.27.9251,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"14.151,95","7.359,01"
3457882-37.2025.8.14.2153,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.480,43","7.166,98"
3122903-81.2025.8.18.2706,PI,Não reconhece operação,Genérico,Êxito,Improcedência,"21.877,83","0,00"
6783661-51.2025.8.03.1277,AP,Não reconhece operação,Genérico,Êxito,Extinção,"17.325,25","0,00"
1778902-59.2025.8.10.3909,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"17.789,27","0,00"
6932601-73.2025.8.11.0266,MT,Não reconhece operação,Golpe,Êxito,Extinção,"20.362,14","0,00"
1734141-46.2025.8.24.7573,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,"14.583,18","12.249,87"
9288839-34.2025.8.07.2948,DF,Não reconhece operação,Genérico,Êxito,Extinção,"14.663,87","0,00"
7193855-93.2025.8.02.3453,AL,Não reconhece operação,Genérico,Êxito,Improcedência,"8.217,06","0,00"
1018720-66.2025.8.03.0441,AP,Não reconhece operação,Golpe,Êxito,Extinção,"10.573,97","0,00"
2283888-11.2025.8.09.3218,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"12.699,04","8.127,39"
5338187-14.2025.8.07.5701,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"18.350,43","0,00"
6926127-35.2025.8.05.2214,BA,Não reconhece operação,Golpe,Êxito,Improcedência,"11.207,97","0,00"
2198416-22.2025.8.09.8933,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"7.422,95","0,00"
4302985-36.2025.8.24.4713,SC,Não reconhece operação,Genérico,Êxito,Improcedência,"15.915,53","0,00"
4027328-98.2025.8.10.4606,MA,Não reconhece operação,Genérico,Êxito,Improcedência,"7.635,04","0,00"
2674488-38.2025.8.04.2677,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"11.158,38","7.810,87"
3359607-67.2025.8.21.8235,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,"18.324,28","14.842,67"
9422475-35.2025.8.20.8151,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"15.835,88","7.759,58"
7754045-23.2025.8.17.9069,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"20.435,55","0,00"
5255102-02.2025.8.10.1127,MA,Não reconhece operação,Golpe,Êxito,Extinção,"7.952,79","0,00"
1444645-68.2025.8.08.3070,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.185,44","7.905,30"
1741077-16.2025.8.17.6138,PE,Não reconhece operação,Genérico,Êxito,Improcedência,"10.976,92","0,00"
6089598-96.2025.8.04.8899,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.830,98","17.054,64"
1739707-66.2025.8.08.9011,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.388,98","6.478,40"
2829768-01.2025.8.19.5390,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,"22.864,81","0,00"
7653954-79.2025.8.17.2803,PE,Não reconhece operação,Golpe,Êxito,Improcedência,"13.601,52","0,00"
3834420-35.2025.8.19.2494,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"11.960,34","0,00"
9694863-89.2025.8.15.5630,PB,Não reconhece operação,Genérico,Êxito,Extinção,"21.476,80","0,00"
5120262-22.2025.8.20.4697,RN,Não reconhece operação,Genérico,Êxito,Improcedência,"13.938,88","0,00"
3175927-59.2025.8.25.1769,SE,Não reconhece operação,Genérico,Êxito,Improcedência,"8.793,71","0,00"
7959310-71.2025.8.14.4036,PA,Não reconhece operação,Genérico,Êxito,Improcedência,"14.298,91","0,00"
